bk echo1 t2 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 20 20 0 0 59 0 0 67 97925 14935 0 0 0 0 0 30 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 24 24 0 0 71 0 0 74 132220 19922 0 0 0 0 0 36 0 0 0 



bk echo1 t3 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 12 12 0 0 35 0 0 45 52052 8120 0 0 0 0 0 18 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 20 20 0 0 59 0 0 67 97925 14935 0 0 0 0 0 30 0 0 0 



bk echo1 t4 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 12 12 0 0 35 0 0 45 52052 8120 0 0 0 0 0 18 0 0 0 



btb echo1 t2 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 108221 108183 0 0 330 0 0 52 71050820 20325065 0 0 0 0 0 36652200 2119 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 120325 120287 0 0 337 0 0 52 80188055 22334515 0 0 0 0 0 42179821 2119 0 0 



btb echo1 t3 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 84013 83991 0 0 316 0 0 52 57944282 16659569 0 0 0 0 0 29526974 2119 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 108221 108183 0 0 330 0 0 52 71050820 20325065 0 0 0 0 0 36652200 2119 0 0 



btb echo1 t4 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 47701 47692 0 0 295 0 0 52 42083628 11951575 0 0 0 0 0 21298841 2119 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 84013 83991 0 0 316 0 0 52 57944282 16659569 0 0 0 0 0 29526974 2119 0 0 



epb echo1 t2 
